name,id,bin#,lat,lon,predictions
"Point Wilson, 0.8 mile east of",PCT1496,1,48.15,122.7333,Subordinate
"Port Townsend, 0.5 mile S of Pt. Hudson",PCT1501,1,48.1167,122.75,Weak and Variable
"Marrowstone Point, 1.1 miles northwest of",PCT1511,1,48.1167,122.7,Subordinate
"Marrowstone Point, 0.8 mi. NE of (Depth 29ft)",PUG1619,46,48.1063,122.6725,Harmonic
"Marrowstone Point, 0.8 mi. NE of (Depth 75ft)",PUG1619,32,48.1063,122.6725,Harmonic
"Marrowstone Point, 0.8 mi. NE of (Depth 151ft)",PUG1619,9,48.1063,122.6725,Harmonic
"Marrowstone Point, 1.65 mi. NE of (Depth 26ft)",PUG1620,28,48.1193,122.6623,Harmonic
"Marrowstone Point, 1.65 mi. NE of (Depth 79ft)",PUG1620,20,48.1193,122.6623,Harmonic
"Marrowstone Point, 1.65 mi. NE of (Depth 144ft)",PUG1620,10,48.1193,122.6623,Harmonic
"Nodule Point, 0.5 mi. SE of (Depth 9ft)",PUG1615,18,48.0287,122.6609,Harmonic
"Nodule Point, 0.5 mi. SE of (Depth 25ft)",PUG1615,13,48.0287,122.6609,Harmonic
"Nodule Point, 0.5 mi. SE of (Depth 65ft)",PUG1615,1,48.0287,122.6609,Harmonic
Admiralty Inlet (off Bush Point) (Depth 29ft),PUG1616,31,48.0335,122.6376,Harmonic
Admiralty Inlet (off Bush Point) (Depth 68ft),PUG1616,25,48.0335,122.6376,Harmonic
Admiralty Inlet (off Bush Point) (Depth 193ft),PUG1616,6,48.0335,122.6376,Harmonic
"Bush Point Light, 0.5 mile NW of (Depth 44ft)",PUG1617,39,48.0308,122.6133,Harmonic
"Bush Point Light, 0.5 mile NW of (Depth 77ft)",PUG1617,34,48.0308,122.6133,Harmonic
"Bush Point Light, 0.5 mile NW of (Depth 208ft)",PUG1617,14,48.0308,122.6133,Harmonic
"Olele Point, 1.8 mi. ENE of (Depth 20ft)",PUG1611,49,47.9788,122.6455,Harmonic
"Olele Point, 1.8 mi. ENE of (Depth 66ft)",PUG1611,35,47.9788,122.6455,Harmonic
"Olele Point, 1.8 mi. ENE of (Depth 148ft)",PUG1611,10,47.9788,122.6455,Harmonic
Port Townsend Canal (Depth 5ft),PUG1614,7,48.0325,122.7326,Harmonic
Port Townsend Canal (Depth 15ft),PUG1614,1,48.0325,122.7326,Harmonic
"Hood Canal Entrance, Foulweather Bluff (Depth 32ft)",PUG1608,35,47.9284,122.6388,Harmonic
"Hood Canal Entrance, Foulweather Bluff (Depth 78ft)",PUG1608,28,47.9284,122.6388,Harmonic
"Hood Canal Entrance, Foulweather Bluff (Depth 255ft)",PUG1608,1,47.9284,122.6388,Harmonic
"Port Gamble Bay, 0.5 mile N of entrance",PCT1571,1,47.8645,122.5772,Weak and Variable
Port Gamble Bay Entrance (Depth 10ft),PUG1604,8,47.8547,122.5782,Harmonic
Port Gamble Bay Entrance (Depth 32ft),PUG1604,1,47.8547,122.5782,Harmonic
Hood Canal Bridge (Depth 22ft),PUG1603,20,47.8547,122.6294,Harmonic
Hood Canal Bridge (Depth 111ft),PUG1603,11,47.8547,122.6294,Harmonic
Hood Canal Bridge (Depth 209ft),PUG1603,1,47.8547,122.6294,Harmonic
South Point (Depth 24ft),PUG1602,48,47.8217,122.6767,Harmonic
South Point (Depth 43ft),PUG1602,42,47.8217,122.6767,Harmonic
South Point (Depth 178ft),PUG1602,1,47.8217,122.6767,Harmonic
"Bangor, Hood Canal LB B (Depth 14ft)",ks0201,2,47.7578,122.7306,Harmonic
"Bangor, Hood Canal LB B (Depth 28ft)",ks0201,6,47.7578,122.7306,Harmonic
"Bangor, Hood Canal LB B (Depth 41ft)",ks0201,10,47.7578,122.7306,Harmonic
Hazel Point (Depth 23ft),PUG1601,21,47.6912,122.7628,Harmonic
Hazel Point (Depth 88ft),PUG1601,11,47.6912,122.7628,Harmonic
Hazel Point (Depth 154ft),PUG1601,1,47.6912,122.7628,Harmonic
Chinom Point,PCT1596,1,47.5333,123.0333,Weak and Variable
Useless Bay,PCT1606,1,47.9783,122.4953,Weak and Variable
"Foulweather Bluff, 1.9 mi. NE of (Depth 20ft)",PUG1610,33,47.9543,122.5786,Harmonic
"Foulweather Bluff, 1.9 mi. NE of (Depth 27ft)",PUG1610,32,47.9543,122.5786,Harmonic
"Foulweather Bluff, 1.9 mi. NE of (Depth 125ft)",PUG1610,17,47.9543,122.5786,Harmonic
"Point No Point, 1.2 mi. E of (Depth 69ft)",PUG1606,39,47.9125,122.502,Harmonic
"Point No Point, 1.2 mi. E of (Depth 108ft)",PUG1606,36,47.9125,122.502,Harmonic
"Point No Point, 1.2 mi. E of (Depth 567ft)",PUG1606,1,47.9125,122.502,Harmonic
"Point No Point, 2.1 mi. E of (Depth 31ft)",PUG1607,33,47.9189,122.4841,Harmonic
"Point No Point, 2.1 mi. E of (Depth 57ft)",PUG1607,29,47.9189,122.4841,Harmonic
"Point No Point, 2.1 mi. E of (Depth 240ft)",PUG1607,1,47.9189,122.4841,Harmonic
"Edmonds, 2.5 miles West of (Depth 67ft)",PUG1503,34,47.8071,122.4441,Harmonic
"Edmonds, 2.5 miles West of (Depth 133ft)",PUG1503,29,47.8071,122.4441,Harmonic
"Edmonds, 2.5 miles West of (Depth 317ft)",PUG1503,15,47.8071,122.4441,Harmonic
"President Point, 1.5 miles east of (Depth 71ft)",PUG1511,38,47.7671,122.4319,Harmonic
"President Point, 1.5 miles east of (Depth 176ft)",PUG1511,30,47.7671,122.4319,Harmonic
"President Point, 1.5 miles east of (Depth 308ft)",PUG1511,20,47.7671,122.4319,Harmonic
"Point Jefferson, East of (Depth 19ft)",PUG1509,9,47.7445,122.468,Harmonic
"Point Jefferson, East of (Depth 45ft)",PUG1509,5,47.7445,122.468,Harmonic
"Point Jefferson, East of (Depth 71ft)",PUG1509,1,47.7445,122.468,Harmonic
"Agate Passage, north end",PCT1636,1,47.722,122.555,Subordinate
"Agate Passage, south end (Depth 9ft)",PUG1501,6,47.711,122.5671,Harmonic
"Agate Passage, south end (Depth 25ft)",PUG1501,1,47.711,122.5671,Harmonic
Port Orchard,PCT1646,1,47.6375,122.5847,Weak and Variable
"Port Orchard, off Keyport",PCT1651,1,47.7003,122.6083,Weak and Variable
"Liberty Bay (entrance), Port Orchard (Depth 7ft)",PUG1508,10,47.7068,122.6282,Harmonic
"Liberty Bay (entrance), Port Orchard (Depth 24ft)",PUG1508,5,47.7068,122.6282,Harmonic
"Liberty Bay (entrance), Port Orchard (Depth 37ft)",PUG1508,1,47.7068,122.6282,Harmonic
Shilshole Bay,PCT1661,1,47.6833,122.4167,Weak and Variable
"West Point, West of (Depth 16ft)",PUG1515,15,47.6621,122.4417,Harmonic
"West Point, West of (Depth 49ft)",PUG1515,10,47.6621,122.4417,Harmonic
"West Point, West of (Depth 108ft)",PUG1515,1,47.6621,122.4417,Harmonic
"West Point, 1.2 miles west of",PCT1671,1,47.6595,122.4653,Weak and Variable
Entrance to Ballard Locks (Depth 9ft),PUG1504,7,47.671,122.407,Weak and Variable
Elliott Bay entrance,PCT1676,1,47.612,122.4072,Weak and Variable
"Alki Point, West of (Depth 38ft)",PUG1516,17,47.5761,122.4278,Harmonic
"Alki Point, West of (Depth 103ft)",PUG1516,12,47.5761,122.4278,Harmonic
"Alki Point, West of (Depth 195ft)",PUG1516,5,47.5761,122.4278,Harmonic
"Alki Point, 1 mile West of (Depth 76ft)",PUG1502,44,47.5837,122.4518,Harmonic
"Alki Point, 1 mile West of (Depth 194ft)",PUG1502,35,47.5837,122.4518,Harmonic
"Alki Point, 1 mile West of (Depth 483ft)",PUG1502,13,47.5837,122.4518,Harmonic
Harbor Island West (Depth 9ft),PUG1507,13,47.5831,122.3602,Harmonic
Harbor Island West (Depth 22ft),PUG1507,9,47.5831,122.3602,Harmonic
Harbor Island East (Depth 6ft),PUG1506,12,47.5885,122.344,Weak and Variable
Restoration Point (Depth 22ft),PUG1512,19,47.5789,122.4687,Harmonic
Restoration Point (Depth 81ft),PUG1512,10,47.5789,122.4687,Harmonic
Restoration Point (Depth 140ft),PUG1512,1,47.5789,122.4687,Harmonic
"Rich Passage, East end (Depth 11ft)",PUG1513,10,47.57,122.5298,Harmonic
"Rich Passage, East end (Depth 38ft)",PUG1513,6,47.57,122.5298,Harmonic
"Rich Passage, East end (Depth 70ft)",PUG1513,1,47.57,122.5298,Harmonic
Off Pleasant Beach,PCT1701,1,47.5833,122.5333,Subordinate
"Rich Passage, LB 8 (Depth 11ft)",ks0101,1,47.5933,122.5426,Harmonic
"Rich Passage, LB 8 (Depth 14ft)",ks0101,2,47.5933,122.5426,Harmonic
"Rich Passage, LB 8 (Depth 31ft)",ks0101,7,47.5933,122.5426,Harmonic
"Rich Passage, West end (Depth 12ft)",PUG1514,8,47.5899,122.5623,Harmonic
"Rich Passage, West end (Depth 31ft)",PUG1514,5,47.5899,122.5623,Harmonic
"Rich Passage, West end (Depth 57ft)",PUG1514,1,47.5899,122.5623,Harmonic
Entrance to Eagle Harbor (Depth 9ft),PUG1505,8,47.6196,122.4953,Harmonic
Entrance to Eagle Harbor (Depth 32ft),PUG1505,1,47.6196,122.4953,Weak and Variable
"Port Orchard, southwest of Waterman",PCT1711,1,47.5667,122.6,Weak and Variable
"Port Washington Narrows, Warren Ave. Bridge (Depth 4ft)",PUG1510,6,47.5796,122.6307,Harmonic
"Port Washington Narrows, Warren Ave. Bridge (Depth 21ft)",PUG1510,1,47.5796,122.6307,Harmonic
"Blake Island, S of (Depth 44ft)",PUG1517,21,47.5203,122.4879,Harmonic
"Blake Island, S of (Depth 93ft)",PUG1517,16,47.5203,122.4879,Harmonic
"Blake Island, S of (Depth 172ft)",PUG1517,8,47.5203,122.4879,Harmonic
"Dolphin Point, 1.3 miles East of (Depth 48ft)",PUG1520,35,47.5016,122.4236,Harmonic
"Dolphin Point, 1.3 miles East of (Depth 139ft)",PUG1520,28,47.5016,122.4236,Harmonic
"Anderson Point, East of, Colvos Passage (Depth 35ft)",PUG1518,19,47.4394,122.5258,Harmonic
"Anderson Point, East of, Colvos Passage (Depth 62ft)",PUG1518,17,47.4394,122.5258,Harmonic
"Anderson Point, East of, Colvos Passage (Depth 154ft)",PUG1518,10,47.4394,122.5258,Harmonic
"Point Richmond, East of, Colvos Passage (Depth 44ft)",PUG1519,18,47.3766,122.5287,Harmonic
"Point Richmond, East of, Colvos Passage (Depth 110ft)",PUG1519,13,47.3766,122.5287,Harmonic
"Point Richmond, East of, Colvos Passage (Depth 241ft)",PUG1519,3,47.3766,122.5287,Harmonic
"Browns Point, 1.6 miles North of (Depth 28ft)",PUG1521,34,47.3287,122.454,Harmonic
"Browns Point, 1.6 miles North of (Depth 159ft)",PUG1521,24,47.3287,122.454,Harmonic
"Browns Point, 1.6 miles North of (Depth 290ft)",PUG1521,14,47.3287,122.454,Harmonic
Dalco Passage (Depth 128ft),PUG1522,12,47.3251,122.5247,Harmonic
Dalco Passage (Depth 187ft),PUG1522,3,47.3251,122.5247,Harmonic
Gig Harbor Entrance (Depth 11ft),PUG1523,14,47.3242,122.5719,Harmonic
Gig Harbor Entrance (Depth 31ft),PUG1523,8,47.3242,122.5719,Harmonic
Gig Harbor Entrance (Depth 54ft),PUG1523,1,47.3242,122.5719,Harmonic
"The Narrows, North end - midstream (Depth 40ft)",PUG1524,16,47.306,122.55,Harmonic
"The Narrows, North end - midstream (Depth 87ft)",PUG1524,9,47.306,122.55,Harmonic
"The Narrows, North end - midstream (Depth 139ft)",PUG1524,1,47.306,122.55,Harmonic
"The Narrows, North End (west side) (Depth 42ft)",PUG1526,28,47.304,122.5567,Harmonic
"The Narrows, North End (west side) (Depth 95ft)",PUG1526,20,47.304,122.5567,Harmonic
"The Narrows, North End (west side) (Depth 193ft)",PUG1526,5,47.304,122.5567,Harmonic
"The Narrows, 0.3 miles North of Bridge (Depth 23ft)",PUG1527,19,47.2743,122.5453,Harmonic
"The Narrows, 0.3 miles North of Bridge (Depth 69ft)",PUG1527,12,47.2743,122.5453,Harmonic
"The Narrows, 0.3 miles North of Bridge (Depth 141ft)",PUG1527,1,47.2743,122.5453,Harmonic
"The Narrows, South end (midstream) (Depth 26ft)",PUG1528,17,47.2613,122.5583,Harmonic
"The Narrows, South end (midstream) (Depth 52ft)",PUG1528,13,47.2613,122.5583,Harmonic
"The Narrows, South end (midstream) (Depth 131ft)",PUG1528,1,47.2613,122.5583,Harmonic
"Hale Passage, East end (Depth 11ft)",PUG1529,11,47.2479,122.5956,Harmonic
"Hale Passage, East end (Depth 44ft)",PUG1529,6,47.2479,122.5956,Harmonic
"Hale Passage, East end (Depth 77ft)",PUG1529,1,47.2479,122.5956,Harmonic
"Hale Passage, West end (Depth 14ft)",PUG1530,18,47.2814,122.6631,Harmonic
"Hale Passage, West end (Depth 40ft)",PUG1530,10,47.2814,122.6631,Harmonic
"Hale Passage, West end (Depth 70ft)",PUG1530,1,47.2814,122.6631,Harmonic
"Gibson Point, 0.8 miles East of (Depth 31ft)",PUG1531,18,47.2191,122.5887,Harmonic
"Gibson Point, 0.8 miles East of (Depth 81ft)",PUG1531,13,47.2191,122.5887,Harmonic
"Gibson Point, 0.8 miles East of (Depth 149ft)",PUG1531,6,47.2191,122.5887,Harmonic
"Steilacoom, 0.8 miles North of (Depth 45ft)",PUG1532,16,47.1824,122.6056,Harmonic
"Steilacoom, 0.8 miles North of (Depth 85ft)",PUG1532,13,47.1824,122.6056,Harmonic
"Steilacoom, 0.8 miles North of (Depth 177ft)",PUG1532,6,47.1824,122.6056,Harmonic
"Ketron Island, West of (Depth 38ft)",PUG1533,18,47.1486,122.6594,Harmonic
"Ketron Island, West of (Depth 90ft)",PUG1533,14,47.1486,122.6594,Harmonic
"Ketron Island, West of (Depth 143ft)",PUG1533,10,47.1486,122.6594,Harmonic
"Nisqually Reach, 0.5 miles South of Lyle Point (Depth 29ft)",PUG1534,16,47.1169,122.6988,Harmonic
"Nisqually Reach, 0.5 miles South of Lyle Point (Depth 68ft)",PUG1534,12,47.1169,122.6988,Harmonic
"Nisqually Reach, 0.5 miles South of Lyle Point (Depth 177ft)",PUG1534,1,47.1169,122.6988,Harmonic
"Balch Passage, NE of Eagle Island (Depth 11ft)",PUG1535,16,47.1906,122.6916,Harmonic
"Balch Passage, NE of Eagle Island (Depth 30ft)",PUG1535,10,47.1906,122.6916,Harmonic
"Balch Passage, NE of Eagle Island (Depth 60ft)",PUG1535,1,47.1906,122.6916,Harmonic
"Pitt Passage, NE of Pitt Island (Depth 7ft)",PUG1536,6,47.2238,122.7114,Harmonic
"Pitt Passage, NE of Pitt Island (Depth 23ft)",PUG1536,1,47.2238,122.7114,Harmonic
Drayton Passage (Depth 19ft),PUG1537,20,47.1726,122.7415,Harmonic
Drayton Passage (Depth 52ft),PUG1537,15,47.1726,122.7415,Harmonic
Drayton Passage (Depth 118ft),PUG1537,5,47.1726,122.7415,Harmonic
"Devils Head, West of (Depth 24ft)",PUG1538,22,47.1607,122.7894,Harmonic
"Devils Head, West of (Depth 83ft)",PUG1538,16,47.1607,122.7894,Harmonic
"Devils Head, West of (Depth 191ft)",PUG1538,5,47.1607,122.7894,Harmonic
Dana Passage (Depth 16ft),PUG1539,12,47.1631,122.8681,Harmonic
Dana Passage (Depth 43ft),PUG1539,8,47.1631,122.8681,Harmonic
Dana Passage (Depth 88ft),PUG1539,1,47.1631,122.8681,Harmonic
Budd Inlet Entrance (Depth 12ft),PUG1540,10,47.1402,122.9214,Harmonic
Budd Inlet Entrance (Depth 32ft),PUG1540,7,47.1402,122.9214,Harmonic
Budd Inlet Entrance (Depth 71ft),PUG1540,1,47.1402,122.9214,Harmonic
Eld Inlet entrance (Depth 15ft),PCT1861,1,47.1463,122.9333,Subordinate
"Peale Passage, South end (Depth 9ft)",PUG1541,9,47.175,122.887,Harmonic
"Peale Passage, South end (Depth 22ft)",PUG1541,5,47.175,122.887,Harmonic
"Peale Passage, South end (Depth 35ft)",PUG1541,1,47.175,122.887,Harmonic
"Peale Passage, North end (Depth 4ft)",PUG1542,5,47.2175,122.9146,Harmonic
"Peale Passage, North end (Depth 17ft)",PUG1542,1,47.2175,122.9146,Harmonic
"Squaxin Passage, North of Hunter Point (Depth 5ft)",PUG1543,9,47.1763,122.919,Harmonic
"Squaxin Passage, North of Hunter Point (Depth 18ft)",PUG1543,5,47.1763,122.919,Harmonic
"Squaxin Passage, North of Hunter Point (Depth 32ft)",PUG1543,1,47.1763,122.919,Harmonic
Totten Inlet Entrance (Depth 14ft),PUG1544,11,47.1882,122.9454,Harmonic
Totten Inlet Entrance (Depth 41ft),PUG1544,7,47.1882,122.9454,Harmonic
Totten Inlet Entrance (Depth 67ft),PUG1544,3,47.1882,122.9454,Harmonic
"Libby Point, Hammersley Inlet (Depth 5ft)",PUG1545,10,47.1989,122.989,Harmonic
"Libby Point, Hammersley Inlet (Depth 19ft)",PUG1545,1,47.1989,122.989,Harmonic
"Hammersley Inlet, west of Skookum Point (Depth 15ft)",PCT1896,1,47.207,123.0395,Subordinate
"Pickering Passage, West of Squaxin Island (Depth 9ft)",PUG1546,14,47.2193,122.9345,Harmonic
"Pickering Passage, West of Squaxin Island (Depth 29ft)",PUG1546,8,47.2193,122.9345,Harmonic
"Pickering Passage, West of Squaxin Island (Depth 52ft)",PUG1546,1,47.2193,122.9345,Harmonic
"Pickering Passage, off Graham Point (Depth 10ft)",PUG1547,16,47.2473,122.9259,Harmonic
"Pickering Passage, off Graham Point (Depth 30ft)",PUG1547,10,47.2473,122.9259,Harmonic
"Pickering Passage, off Graham Point (Depth 59ft)",PUG1547,1,47.2473,122.9259,Harmonic
"Pickering Passage, North end (Depth 19ft)",PUG1548,10,47.3057,122.8509,Harmonic
"Pickering Passage, North end (Depth 45ft)",PUG1548,6,47.3057,122.8509,Harmonic
"Pickering Passage, North end (Depth 78ft)",PUG1548,1,47.3057,122.8509,Harmonic
"Case Inlet, 1 mile SE of McMicken Island",PCT1916,1,47.2383,122.8437,Weak and Variable
Possession Sound Entrance (Depth 59ft),PUG1605,40,47.8993,122.3601,Harmonic
Possession Sound Entrance (Depth 190ft),PUG1605,30,47.8993,122.3601,Harmonic
Possession Sound Entrance (Depth 322ft),PUG1605,20,47.8993,122.3601,Harmonic
West of Mukilteo (Depth 62ft),PUG1609,36,47.949,122.3285,Harmonic
West of Mukilteo (Depth 140ft),PUG1609,30,47.949,122.3285,Harmonic
West of Mukilteo (Depth 272ft),PUG1609,20,47.949,122.3285,Harmonic
Clinton Ferry Terminal (Depth 21ft),PUG1612,10,47.969,122.3451,Harmonic
Clinton Ferry Terminal (Depth 47ft),PUG1612,6,47.969,122.3451,Harmonic
Clinton Ferry Terminal (Depth 80ft),PUG1612,1,47.969,122.3451,Harmonic
"Camano Head-Sandy Point, passage (Depth 32ft)",PUG1618,42,48.0478,122.389,Harmonic
"Camano Head-Sandy Point, passage (Depth 78ft)",PUG1618,35,48.0478,122.389,Harmonic
"Camano Head-Sandy Point, passage (Depth 209ft)",PUG1618,15,48.0478,122.389,Harmonic
Everett (Depth 25ft),PUG1613,29,47.9762,122.2382,Weak and Variable
"Skagit Bay, 1 mi. south of Goat Island (Depth 12ft)",PUG1627,17,48.3448,122.5451,Harmonic
"Skagit Bay, 1 mi. south of Goat Island (Depth 32ft)",PUG1627,11,48.3448,122.5451,Harmonic
"Skagit Bay, 1 mi. south of Goat Island (Depth 52ft)",PUG1627,5,48.3448,122.5451,Harmonic
Port Susan,PCT1926,1,48.1,122.3667,Weak and Variable
West of Camano Island (Depth 23ft),PUG1622,27,48.1697,122.5532,Harmonic
West of Camano Island (Depth 69ft),PUG1622,20,48.1697,122.5532,Harmonic
West of Camano Island (Depth 180ft),PUG1622,3,48.1697,122.5532,Harmonic
"Skagit Bay, 1 mi. north of Rocky Point (Depth 12ft)",PUG1626,20,48.2671,122.5296,Harmonic
"Skagit Bay, 1 mi. north of Rocky Point (Depth 28ft)",PUG1626,15,48.2671,122.5296,Harmonic
